0,000
0,000
0,000
0,001
0,004
0,010
0,017
0,027
0,038
0,051
0,065
0,079
0,093
0,107
0,121
0,134
0,147
0,160
0,171
0,182
0,192
0,202
0,213
0,225
0,240
0,259
0,285
0,318
0,360
0,412
0,477
0,555
0,648
0,756
0,880
1,020
1,176
1,347
1,531
1,728
1,938
2,158
2,387
2,626
2,872
3,125
3,384
3,648
3,916
4,188
4,463
4,740
5,019
5,299
5,579
5,859
6,138
6,416
6,691
6,964
7,233
7,498
7,760
8,017
8,270
8,518
8,761
8,998
9,231
9,459
9,680
9,897
10,107
10,312
10,510
10,702
10,888
11,068
11,242
11,410
11,571
11,726
11,875
12,018
12,155
12,285
12,409
12,527
12,638
12,744
12,843
12,936
13,022
13,103
13,177
13,245
13,307
13,363
13,413
13,457
13,496
13,528
13,554
13,574
13,589
13,597
13,600
13,597
13,589
13,574
13,554
13,528
13,496
13,457
13,413
13,363
13,307
13,245
13,177
13,103
13,022
12,936
12,843
12,744
12,638
12,527
12,409
12,285
12,155
12,018
11,875
11,726
11,571
11,410
11,242
11,068
10,888
10,702
10,510
10,312
10,107
9,897
9,680
9,459
9,231
8,998
8,761
8,518
8,270
8,017
7,760
7,498
7,233
6,964
6,691
6,416
6,138
5,859
5,579
5,299
5,019
4,740
4,463
4,188
3,916
3,648
3,384
3,125
2,872
2,626
2,387
2,158
1,938
1,728
1,531
1,347
1,176
1,020
0,880
0,756
0,648
0,555
0,477
0,412
0,360
0,318
0,285
0,259
0,240
0,225
0,213
0,202
0,192
0,182
0,171
0,160
0,147
0,134
0,121
0,107
0,093
0,079
0,065
0,051
0,038
0,027
0,017
0,010
0,004
0,001
0,000
0,000
0,000
